Month,Borough,Community District (CD),Borough Consultation Total SNAP Recipients,Borough Consultation Total SNAP Households,Borough Consultation Total Cash Assistance Recipients,Borough Consultation Total Cash Assistance Cases,Borough Consultation Total Medicaid Only Enrollees,Borough Consultation Total Medicaid Enrollees
12/01/2021,Manhattan,M05,4766,3789,2025,1132,1941,5433
12/01/2021,Manhattan,M06,5251,4401,1237,794,3264,5932
12/01/2021,Manhattan,M07,17484,12948,4711,2789,8193,17348
12/01/2021,Manhattan,M08,6301,4916,1292,856,4456,7465
12/01/2021,Manhattan,M09,22714,15033,5682,3107,9080,19687
12/01/2021,Manhattan,M10,31138,20312,8934,4937,11665,27281
12/01/2021,Manhattan,M11,43535,27496,12143,6415,15393,37793
12/01/2021,Manhattan,M12,47122,32586,7575,4372,21172,40098
12/01/2021,Queens,Q01,24203,14958,4909,2924,15722,25545
12/01/2021,Queens,Q02,11571,7402,1856,1218,10928,14777
12/01/2021,Queens,Q03,24456,14458,3053,1857,21710,28084
12/01/2021,Queens,Q04,26926,15957,3331,2137,23690,31096
12/01/2021,Queens,Q05,19639,11825,2726,1688,13448,19078
12/01/2021,Queens,Q06,10875,7504,1039,712,8223,12300
12/01/2021,Queens,Q07,29779,19689,4486,3265,29823,40433
12/01/2021,Queens,Q08,19254,11604,3336,2006,14545,21837
12/01/2021,Queens,Q09,23925,14079,4068,2442,14960,22883
12/01/2021,Queens,Q10,17327,10626,2639,1530,10974,16570
12/01/2021,Queens,Q11,8129,5366,1071,712,8588,11269
12/01/2021,Queens,Q12,45287,27573,11244,6275,24189,43519
12/01/2021,Queens,Q13,21898,14001,4764,2839,14232,22910
12/01/2021,Queens,Q14,29613,16367,8241,3973,12693,28558
12/01/2021,Staten_Island,S01,38647,20860,12155,5990,16384,36647
12/01/2021,Staten_Island,S02,16085,9416,2811,1630,11182,17744
12/01/2021,Staten_Island,S03,11566,7256,1722,1029,8109,12321
03/01/2022,Bronx,B01,46965,26195,14541,7749,13246,37451
03/01/2022,Bronx,B02,23261,13116,7370,3777,6374,18874
03/01/2022,Bronx,B03,44549,25041,14289,7710,11905,35241
03/01/2022,Bronx,B04,58323,33497,17053,8973,17520,45351
03/01/2022,Bronx,B05,56438,32088,17316,9150,15594,43225
03/01/2022,Bronx,B06,41318,22819,15058,7541,10218,34011
03/01/2022,Bronx,B07,49475,28878,14367,7801,15476,38995
03/01/2022,Bronx,B08,19012,11550,4254,2308,7648,15865
03/01/2022,Bronx,B09,58194,32513,16574,8312,19263,46801
03/01/2022,Bronx,B10,21170,12909,4824,2607,8942,17833
03/01/2022,Bronx,B11,27388,16068,7158,3857,10687,23486
03/01/2022,Bronx,B12,42168,23527,15455,7730,13448,36522
03/01/2022,Brooklyn,K01,52622,21765,8274,3319,27454,41652
03/01/2022,Brooklyn,K02,14518,10038,3866,2463,5814,12988
03/01/2022,Brooklyn,K03,45983,25747,11686,6281,16533,35989
03/01/2022,Brooklyn,K04,24917,16121,4909,2847,9907,19990
03/01/2022,Brooklyn,K05,67051,39450,17094,8941,22222,50635
03/01/2022,Brooklyn,K06,11498,7633,2876,1724,4537,10164
03/01/2022,Brooklyn,K07,22667,14172,3674,2335,14607,22407
03/01/2022,Brooklyn,K08,20513,13787,5700,3512,7984,17847
03/01/2022,Brooklyn,K09,21999,13828,4588,2874,9800,18102
03/01/2022,Brooklyn,K10,19358,11686,2589,1651,12394,18533
03/01/2022,Brooklyn,K11,38723,23043,3844,2292,22631,35617
03/01/2022,Brooklyn,K12,64109,21322,11954,3095,36396,53604
03/01/2022,Brooklyn,K13,32491,21815,6119,3178,13589,30924
03/01/2022,Brooklyn,K14,32250,19307,5461,3207,16461,28254
03/01/2022,Brooklyn,K15,29282,18318,3773,2092,15871,27598
03/01/2022,Brooklyn,K16,38784,22903,13988,7195,10461,32239
03/01/2022,Brooklyn,K17,33334,21941,9335,5681,14114,28928
03/01/2022,Brooklyn,K18,30942,19239,6540,3640,15342,27761
03/01/2022,Manhattan,M01,2042,1580,450,348,1532,2617
03/01/2022,Manhattan,M02,2998,2431,389,358,2204,3279
03/01/2022,Manhattan,M03,38547,26400,8033,5223,18187,36555
03/01/2022,Manhattan,M04,13219,10119,3785,2945,5928,12816
03/01/2022,Manhattan,M05,4538,3681,1829,1421,1853,5027
03/01/2022,Manhattan,M06,5457,4554,1340,1151,3163,5891
03/01/2022,Manhattan,M07,17892,13195,4955,3401,7907,17171
03/01/2022,Manhattan,M08,6525,5052,1409,1025,4313,7398
03/01/2022,Manhattan,M09,23346,15459,6068,3729,8536,19329
03/01/2022,Manhattan,M10,32042,20955,9764,6135,10711,26943
03/01/2022,Manhattan,M11,44589,28101,13206,7864,14275,37227
03/01/2022,Manhattan,M12,48689,33547,8413,5452,20054,39382
03/01/2022,Queens,Q01,24891,15357,5313,3158,14619,24714
03/01/2022,Queens,Q02,12064,7714,2075,1378,10303,14296
03/01/2022,Queens,Q03,25351,14949,3339,2113,20540,27056
03/01/2022,Queens,Q04,27841,16450,3448,2243,22633,30067
03/01/2022,Queens,Q05,20891,12504,3059,1928,12660,18700
03/01/2022,Queens,Q06,11385,7736,1115,770,7975,12098
03/01/2022,Queens,Q07,31217,20612,4869,3336,28289,39207
03/01/2022,Queens,Q08,20077,12046,3540,2114,13916,21310
03/01/2022,Queens,Q09,24925,14579,4400,2614,14360,22512
03/01/2022,Queens,Q10,17836,10951,2792,1706,10509,16113
03/01/2022,Queens,Q11,8499,5615,1155,760,8141,10905
03/01/2022,Queens,Q12,47481,28736,12136,6962,23217,43236
03/01/2022,Queens,Q13,22704,14483,5040,3127,13736,22618
03/01/2022,Queens,Q14,30458,16840,9062,4267,11975,28286
03/01/2022,Staten_Island,S01,39898,21537,12946,6084,15406,36128
03/01/2022,Staten_Island,S02,16719,9747,3016,1688,10625,17298
03/01/2022,Staten_Island,S03,12195,7622,1901,1134,7769,12080
06/01/2022,Bronx,B01,46470,25841,14981,7987,12213,36845
06/01/2022,Bronx,B02,23238,13062,7592,3863,5879,18493
06/01/2022,Bronx,B03,44295,24721,14738,7968,11022,34734
06/01/2022,Bronx,B04,57712,33075,17854,9437,16115,44520
06/01/2022,Bronx,B05,55698,31553,17959,9512,14354,42495
06/01/2022,Bronx,B06,40649,22517,15465,7832,9473,33593
06/01/2022,Bronx,B07,49183,28601,14837,8102,14358,38235
06/01/2022,Bronx,B08,18818,11375,4388,2381,7163,15503
06/01/2022,Bronx,B09,57669,32057,16845,8518,17995,45905
06/01/2022,Bronx,B10,21125,12782,4973,2683,8422,17441
06/01/2022,Bronx,B11,27163,15832,7380,3989,10070,23032
06/01/2022,Bronx,B12,41800,23156,15688,7882,12753,36004
06/01/2022,Brooklyn,K01,52052,21488,8470,3432,25566,40033
06/01/2022,Brooklyn,K02,14335,9820,3970,2558,5346,12661
06/01/2022,Brooklyn,K03,45566,25137,12044,6449,15440,35247
06/01/2022,Brooklyn,K04,24465,15720,4932,2844,9139,19200
06/01/2022,Brooklyn,K05,66269,38764,17570,9282,20633,49540
06/01/2022,Brooklyn,K06,11164,7365,2887,1707,4174,9888
06/01/2022,Brooklyn,K07,22882,14177,3913,2471,13306,21299
06/01/2022,Brooklyn,K08,20153,13454,5970,3689,7489,17523
06/01/2022,Brooklyn,K09,21626,13478,4808,3004,9259,17632
06/01/2022,Brooklyn,K10,19367,11615,2739,1734,11283,17597
06/01/2022,Brooklyn,K11,39133,23139,4082,2432,20561,33627
06/01/2022,Brooklyn,K12,64059,21281,12296,3241,33650,51041
06/01/2022,Brooklyn,K13,32661,21765,6445,3349,12851,30311
06/01/2022,Brooklyn,K14,32535,19281,5749,3380,15312,27315
06/01/2022,Brooklyn,K15,29478,18266,3871,2141,14523,26279
06/01/2022,Brooklyn,K16,38158,22416,14047,7298,9732,31687
06/01/2022,Brooklyn,K17,32973,21509,9628,5876,13509,28574
06/01/2022,Brooklyn,K18,30461,18820,6739,3777,14504,27122
06/01/2022,Manhattan,M01,1994,1539,410,317,1469,2497
06/01/2022,Manhattan,M02,2944,2372,401,366,2021,3074
06/01/2022,Manhattan,M03,38493,26291,8272,5380,16685,35077
06/01/2022,Manhattan,M04,13144,10041,3845,2997,5492,12326
06/01/2022,Manhattan,M05,4325,3555,1784,1422,1773,4805
06/01/2022,Manhattan,M06,5349,4480,1391,1203,3067,5811
06/01/2022,Manhattan,M07,17664,13000,5041,3476,7567,16831
06/01/2022,Manhattan,M08,6471,4945,1434,1016,4177,7256
06/01/2022,Manhattan,M09,23121,15171,6215,3862,7984,18890
06/01/2022,Manhattan,M10,31549,20507,9965,6279,9854,26261
06/01/2022,Manhattan,M11,44275,27773,13554,8068,13138,36366
06/01/2022,Manhattan,M12,48404,33154,8803,5738,18775,38210
06/01/2022,Queens,Q01,24825,15215,5363,3201,13504,23705
06/01/2022,Queens,Q02,11907,7608,2096,1415,9599,13612
06/01/2022,Queens,Q03,25249,14869,3371,2136,19055,25546
06/01/2022,Queens,Q04,28104,16543,3628,2347,21167,28760
06/01/2022,Queens,Q05,20884,12426,3345,2077,11828,18097
06/01/2022,Queens,Q06,11397,7732,1147,804,7553,11701
06/01/2022,Queens,Q07,31905,21028,5048,3470,26683,37729
06/01/2022,Queens,Q08,20187,12013,3571,2130,13111,20553
06/01/2022,Queens,Q09,24915,14449,4558,2700,13464,21743
06/01/2022,Queens,Q10,17918,10892,2995,1803,9924,15689
06/01/2022,Queens,Q11,8755,5733,1224,797,7661,10468
06/01/2022,Queens,Q12,47083,28232,12139,6969,22254,42452
06/01/2022,Queens,Q13,22294,14176,5006,3127,13145,22043
06/01/2022,Queens,Q14,30100,16517,9306,4377,11214,27789
06/01/2022,Staten_Island,S01,39760,21283,13153,6259,14362,35387
06/01/2022,Staten_Island,S02,16840,9730,3153,1752,9969,16716
06/01/2022,Staten_Island,S03,12360,7639,1962,1189,7344,11712
09/01/2022,Bronx,B01,45640,25511,15253,8140,11820,36780
09/01/2022,Bronx,B02,22883,12945,7566,3869,5740,18449
09/01/2022,Bronx,B03,44046,24688,15149,8126,10680,34879
09/01/2022,Bronx,B04,57356,33041,18310,9615,15567,44579
09/01/2022,Bronx,B05,55413,31556,18481,9809,13922,42870
09/01/2022,Bronx,B06,40438,22439,15859,7962,9235,33857
09/01/2022,Bronx,B07,49368,28787,15298,8305,14254,38893
09/01/2022,Bronx,B08,18820,11390,4441,2413,7098,15514
09/01/2022,Bronx,B09,56900,31803,17330,8772,17672,46111
09/01/2022,Bronx,B10,20962,12778,5106,2773,8409,17544
09/01/2022,Bronx,B11,27058,15766,7506,4054,10001,23228
09/01/2022,Bronx,B12,41733,23224,16022,8049,12622,36357
09/01/2022,Brooklyn,K01,51498,21220,8762,3596,24995,39802
09/01/2022,Brooklyn,K02,14125,9689,3973,2578,5202,12609
09/01/2022,Brooklyn,K03,44606,24578,12321,6554,15057,35280
09/01/2022,Brooklyn,K04,23967,15431,4866,2819,9010,19070
09/01/2022,Brooklyn,K05,65810,38506,17918,9545,19890,49405
09/01/2022,Brooklyn,K06,10827,7148,2944,1721,4018,9721
09/01/2022,Brooklyn,K07,22841,14168,4023,2536,12866,20990
09/01/2022,Brooklyn,K08,19622,13133,6165,3924,7275,17488
09/01/2022,Brooklyn,K09,21440,13373,4854,2999,9100,17598
09/01/2022,Brooklyn,K10,19324,11665,2804,1777,10964,17405
09/01/2022,Brooklyn,K11,39946,23612,4377,2593,19972,33500
09/01/2022,Brooklyn,K12,63906,21367,12471,3301,33023,50762
09/01/2022,Brooklyn,K13,33305,22107,6820,3564,12650,30630
09/01/2022,Brooklyn,K14,32840,19469,5902,3456,15140,27493
09/01/2022,Brooklyn,K15,29929,18476,4099,2256,14336,26505
09/01/2022,Brooklyn,K16,37145,21909,14105,7394,9446,31743
09/01/2022,Brooklyn,K17,32532,21333,9764,5929,13416,28852
09/01/2022,Brooklyn,K18,30102,18710,6809,3815,14406,27207
09/01/2022,Manhattan,M01,1971,1531,428,327,1472,2509
09/01/2022,Manhattan,M02,2992,2391,430,376,1988,3074
09/01/2022,Manhattan,M03,38686,26374,8492,5498,16251,34881
09/01/2022,Manhattan,M04,13395,10082,4206,3101,5517,12760
09/01/2022,Manhattan,M05,4203,3471,1744,1392,1720,4649
09/01/2022,Manhattan,M06,5522,4589,1809,1497,3145,6264
09/01/2022,Manhattan,M07,17336,12774,4953,3438,7548,16753
09/01/2022,Manhattan,M08,6478,4977,1456,1045,4258,7361
09/01/2022,Manhattan,M09,23040,15173,6281,3895,7894,18988
09/01/2022,Manhattan,M10,31314,20385,10006,6322,9571,26193
09/01/2022,Manhattan,M11,43886,27588,13809,8313,12780,36366
09/01/2022,Manhattan,M12,48245,33155,8879,5748,18458,38161
09/01/2022,Queens,Q01,24756,15159,5555,3266,13326,23970
09/01/2022,Queens,Q02,11759,7588,2127,1442,9504,13637
09/01/2022,Queens,Q03,25191,14908,3360,2143,18743,25383
09/01/2022,Queens,Q04,28040,16646,3709,2392,20892,28765
09/01/2022,Queens,Q05,20830,12428,3343,2103,11699,18078
09/01/2022,Queens,Q06,11579,7834,1211,828,7558,11781
09/01/2022,Queens,Q07,32740,21600,5200,3578,26502,37820
09/01/2022,Queens,Q08,20494,12265,3627,2166,13025,20648
09/01/2022,Queens,Q09,24956,14508,4681,2778,13319,21814
09/01/2022,Queens,Q10,17900,10910,3092,1826,9790,15762
09/01/2022,Queens,Q11,9003,5875,1225,802,7608,10475
09/01/2022,Queens,Q12,47201,28392,12592,7166,22081,42948
09/01/2022,Queens,Q13,22212,14093,5119,3144,13124,22266
09/01/2022,Queens,Q14,29914,16504,9664,4543,10857,28059
09/01/2022,Staten_Island,S01,39719,21203,13308,6303,13991,35389
09/01/2022,Staten_Island,S02,17267,9995,3232,1822,9857,16854
09/01/2022,Staten_Island,S03,12474,7744,2127,1263,7336,11935
12/01/2022,Bronx,B01,46445,26134,15488,8241,11800,37311
12/01/2022,Bronx,B02,23422,13240,7884,4033,5772,18783
12/01/2022,Bronx,B03,44444,25105,15576,8370,10626,35250
12/01/2022,Bronx,B04,58250,33662,18671,9835,15716,45185
12/01/2022,Bronx,B05,56013,32027,19134,10112,14030,43588
12/01/2022,Bronx,B06,41128,22877,16420,8168,9338,34421
12/01/2022,Bronx,B07,49917,29100,15875,8559,14257,39435
12/01/2022,Bronx,B08,19124,11612,4634,2509,7192,15887
12/01/2022,Bronx,B09,57760,32349,17744,8932,17747,46584
12/01/2022,Bronx,B10,21290,13010,5193,2842,8580,17895
12/01/2022,Bronx,B11,27454,16096,7672,4145,10055,23535
12/01/2022,Bronx,B12,42761,23728,16786,8425,12784,37328
12/01/2022,Brooklyn,K01,51822,21392,8867,3683,24924,39869
12/01/2022,Brooklyn,K02,14218,9791,3972,2601,5177,12693
12/01/2022,Brooklyn,K03,45079,24714,12044,6381,15130,35288
12/01/2022,Brooklyn,K04,24171,15522,4780,2743,8966,18981
12/01/2022,Brooklyn,K05,66755,39112,17952,9547,19858,49736
12/01/2022,Brooklyn,K06,10766,7120,2823,1646,3968,9609
12/01/2022,Brooklyn,K07,23035,14230,3983,2488,12912,21080
12/01/2022,Brooklyn,K08,20005,13338,6397,4121,7312,17632
12/01/2022,Brooklyn,K09,21790,13555,4740,2929,9273,17786
12/01/2022,Brooklyn,K10,19733,11883,2833,1765,11036,17583
12/01/2022,Brooklyn,K11,41181,24216,4458,2630,20227,34039
12/01/2022,Brooklyn,K12,65401,21745,12600,3297,33223,51157
12/01/2022,Brooklyn,K13,34255,22626,7129,3702,12794,31234
12/01/2022,Brooklyn,K14,33901,19943,6027,3498,15267,27876
12/01/2022,Brooklyn,K15,31232,19148,4441,2420,14573,27167
12/01/2022,Brooklyn,K16,37538,22101,14146,7366,9490,31723
12/01/2022,Brooklyn,K17,33186,21725,9611,5805,13619,29144
12/01/2022,Brooklyn,K18,30590,19002,6841,3861,14570,27508
12/01/2022,Manhattan,M01,2025,1595,422,313,1463,2511
12/01/2022,Manhattan,M02,3010,2412,465,398,2028,3137
12/01/2022,Manhattan,M03,38800,26521,8374,5394,16205,35002
12/01/2022,Manhattan,M04,13519,10143,4563,3256,5528,13079
12/01/2022,Manhattan,M05,4361,3522,3963,2154,1950,6351
12/01/2022,Manhattan,M06,5653,4696,2264,1932,3250,6791
12/01/2022,Manhattan,M07,17222,12706,4890,3365,7688,16907
12/01/2022,Manhattan,M08,6535,5019,1459,1052,4387,7517
12/01/2022,Manhattan,M09,23014,15220,6253,3849,7863,18968
12/01/2022,Manhattan,M10,31560,20520,10159,6353,9580,26339
12/01/2022,Manhattan,M11,43752,27597,13916,8330,12857,36734
12/01/2022,Manhattan,M12,48657,33458,8993,5774,18695,38603
12/01/2022,Queens,Q01,25025,15323,5786,3288,13603,24475
12/01/2022,Queens,Q02,11702,7586,2003,1374,9654,13733
12/01/2022,Queens,Q03,25599,15096,3463,2147,18954,25720
12/01/2022,Queens,Q04,28395,16912,3576,2312,21043,28954
12/01/2022,Queens,Q05,20893,12491,3180,1996,11800,18169
12/01/2022,Queens,Q06,11912,7990,1263,846,7655,11987
12/01/2022,Queens,Q07,33616,22181,5157,3517,26825,38335
12/01/2022,Queens,Q08,20839,12555,3737,2234,13295,21080
12/01/2022,Queens,Q09,25344,14751,4628,2740,13612,22179
12/01/2022,Queens,Q10,18326,11169,3298,1885,9994,16164
12/01/2022,Queens,Q11,9243,6036,1233,808,7723,10615
12/01/2022,Queens,Q12,48453,29010,12910,7270,22637,44055
12/01/2022,Queens,Q13,22648,14327,5117,3132,13471,22744
12/01/2022,Queens,Q14,30351,16763,9947,4703,10990,28305
12/01/2022,Staten_Island,S01,39923,21430,13263,6275,14039,35565
12/01/2022,Staten_Island,S02,17783,10311,3520,1934,10078,17332
12/01/2022,Staten_Island,S03,13059,8073,2300,1340,7462,12276
03/01/2023,Bronx,B01,47852,27044,16167,8701,12140,38208
03/01/2023,Bronx,B02,23795,13544,8213,4229,5903,19215
03/01/2023,Bronx,B03,45613,25869,16051,8679,10865,35939
03/01/2023,Bronx,B04,59326,34526,19160,10204,16113,46133
03/01/2023,Bronx,B05,57265,32916,19593,10508,14577,44582
03/01/2023,Bronx,B06,41780,23341,16951,8477,9670,35229
03/01/2023,Bronx,B07,50687,29730,16202,8836,14578,40033
03/01/2023,Bronx,B08,19500,11923,4883,2675,7386,16329
03/01/2023,Bronx,B09,58939,33166,18255,9274,18225,47487
03/01/2023,Bronx,B10,22067,13455,5428,2969,8852,18493
03/01/2023,Bronx,B11,28177,16512,8070,4382,10354,24143
03/01/2023,Bronx,B12,43737,24481,17276,8777,13215,38249
03/01/2023,Brooklyn,K01,52621,21934,8868,3736,25123,40110
03/01/2023,Brooklyn,K02,14788,10218,4284,2806,5345,13028
03/01/2023,Brooklyn,K03,46414,25571,12436,6663,15537,35786
03/01/2023,Brooklyn,K04,24823,15994,5039,2902,9164,19278
03/01/2023,Brooklyn,K05,68706,40427,18648,10046,20410,50677
03/01/2023,Brooklyn,K06,11093,7354,3011,1755,4118,9887
03/01/2023,Brooklyn,K07,23768,14690,4102,2583,13116,21334
03/01/2023,Brooklyn,K08,20631,13789,6315,4010,7499,17737
03/01/2023,Brooklyn,K09,22557,14086,5005,3117,9573,18275
03/01/2023,Brooklyn,K10,20519,12376,3040,1887,11236,17991
03/01/2023,Brooklyn,K11,42588,24970,5050,2948,20529,34952
03/01/2023,Brooklyn,K12,68156,22541,13001,3497,33306,51580
03/01/2023,Brooklyn,K13,35393,23336,7797,4104,13094,32182
03/01/2023,Brooklyn,K14,35390,20696,6611,3861,15555,28684
03/01/2023,Brooklyn,K15,32869,19999,5075,2802,14852,28158
03/01/2023,Brooklyn,K16,38726,22934,14517,7606,9932,32521
03/01/2023,Brooklyn,K17,34737,22725,10202,6189,14180,29878
03/01/2023,Brooklyn,K18,32108,19887,7502,4223,15010,28512
03/01/2023,Manhattan,M01,2034,1557,529,393,1522,2623
03/01/2023,Manhattan,M02,3136,2500,721,507,2111,3441
03/01/2023,Manhattan,M03,39134,26833,8551,5513,16517,35423
03/01/2023,Manhattan,M04,13971,10474,4956,3470,5744,13576
03/01/2023,Manhattan,M05,4601,3689,5146,2616,2954,8201
03/01/2023,Manhattan,M06,5938,4988,2251,1927,3367,6701
03/01/2023,Manhattan,M07,17607,12995,5040,3489,7892,17128
03/01/2023,Manhattan,M08,6750,5206,1541,1121,4493,7678
03/01/2023,Manhattan,M09,23673,15706,6781,4206,8119,19473
03/01/2023,Manhattan,M10,32257,21109,10548,6732,9848,26921
03/01/2023,Manhattan,M11,44968,28413,14535,8831,13315,37471
03/01/2023,Manhattan,M12,49855,34371,9817,6328,19116,39547
03/01/2023,Queens,Q01,25903,15850,6222,3576,13975,25113
03/01/2023,Queens,Q02,12307,7995,2247,1540,9879,14116
03/01/2023,Queens,Q03,26477,15653,3720,2311,19229,26127
03/01/2023,Queens,Q04,29377,17492,3896,2483,21259,29316
03/01/2023,Queens,Q05,21597,12936,3349,2129,12130,18518
03/01/2023,Queens,Q06,12439,8271,1490,988,7853,12289
03/01/2023,Queens,Q07,34894,23134,5492,3732,27253,38874
03/01/2023,Queens,Q08,21612,12920,3920,2340,13548,21358
03/01/2023,Queens,Q09,26270,15245,4908,2910,13973,22649
03/01/2023,Queens,Q10,19036,11571,3486,2013,10198,16394
03/01/2023,Queens,Q11,9562,6251,1320,862,7884,10830
03/01/2023,Queens,Q12,50109,30098,13726,7762,23326,44976
03/01/2023,Queens,Q13,23430,14876,5423,3323,13771,23146
03/01/2023,Queens,Q14,31366,17378,10249,4871,11280,28854
03/01/2023,Staten_Island,S01,41354,22254,13748,6571,14403,36303
03/01/2023,Staten_Island,S02,18554,10695,3843,2106,10402,17892
03/01/2023,Staten_Island,S03,13658,8389,2585,1507,7675,12755
06/01/2023,Bronx,B01,46349,26183,16395,8813,12110,38690
06/01/2023,Bronx,B02,23412,13355,8543,4433,5835,19588
06/01/2023,Bronx,B03,44131,25100,16432,8892,10843,36566
06/01/2023,Bronx,B04,57563,33577,19410,10389,16169,46942
06/01/2023,Bronx,B05,55818,32133,20039,10788,14574,45383
06/01/2023,Bronx,B06,40514,22664,17068,8608,9753,35805
06/01/2023,Bronx,B07,49434,29006,16506,9047,14655,40834
06/01/2023,Bronx,B08,19110,11654,5063,2780,7472,16808
06/01/2023,Bronx,B09,57308,32269,18776,9578,18354,48591
06/01/2023,Bronx,B10,21561,13134,5628,3091,9028,18999
06/01/2023,Bronx,B11,27352,16054,8272,4487,10464,24691
06/01/2023,Bronx,B12,42472,23772,17670,8996,13442,39346
06/01/2023,Brooklyn,K01,50629,21067,8985,3783,25139,40632
06/01/2023,Brooklyn,K02,14245,9866,4478,2945,5430,13389
06/01/2023,Brooklyn,K03,44500,24558,12915,7005,15626,36545
06/01/2023,Brooklyn,K04,23924,15407,5421,3168,9117,19727
06/01/2023,Brooklyn,K05,66067,38835,19583,10435,20661,52318
06/01/2023,Brooklyn,K06,10636,7053,3203,1851,4114,10109
06/01/2023,Brooklyn,K07,23234,14356,4311,2697,13021,21656
06/01/2023,Brooklyn,K08,19663,13121,6286,3958,7551,18181
06/01/2023,Brooklyn,K09,21667,13540,5223,3267,9652,18707
06/01/2023,Brooklyn,K10,20142,12146,3280,2012,11381,18529
06/01/2023,Brooklyn,K11,42216,24592,5602,3234,20545,35929
06/01/2023,Brooklyn,K12,66205,21925,13292,3652,33135,52202
06/01/2023,Brooklyn,K13,34688,22838,8327,4385,13338,33182
06/01/2023,Brooklyn,K14,34506,20140,7186,4227,15691,29570
06/01/2023,Brooklyn,K15,32516,19669,5772,3139,15113,29201
06/01/2023,Brooklyn,K16,37277,22088,15137,8010,9979,33348
06/01/2023,Brooklyn,K17,33523,21921,10925,6633,14455,31115
06/01/2023,Brooklyn,K18,31258,19351,8105,4590,15245,29586
06/01/2023,Manhattan,M01,1983,1531,597,437,1586,2791
06/01/2023,Manhattan,M02,3049,2428,665,483,2142,3494
06/01/2023,Manhattan,M03,38308,26251,8451,5441,16719,35854
06/01/2023,Manhattan,M04,13714,10295,5038,3510,6046,14294
06/01/2023,Manhattan,M05,4601,3681,3908,2155,3403,8677
06/01/2023,Manhattan,M06,5844,4897,2007,1692,3569,7020
06/01/2023,Manhattan,M07,17071,12623,5079,3489,8118,17639
06/01/2023,Manhattan,M08,6558,5057,1637,1173,4599,7965
06/01/2023,Manhattan,M09,22928,15175,6899,4298,8114,19827
06/01/2023,Manhattan,M10,30934,20318,10720,6910,9943,27386
06/01/2023,Manhattan,M11,43279,27391,14615,8770,13551,38230
06/01/2023,Manhattan,M12,48545,33577,10224,6628,19392,40590
06/01/2023,Queens,Q01,25223,15489,6478,3723,14321,26053
06/01/2023,Queens,Q02,12130,7884,2356,1614,10061,14555
06/01/2023,Queens,Q03,25956,15386,3916,2445,19374,26810
06/01/2023,Queens,Q04,28813,17254,4065,2604,21352,29923
06/01/2023,Queens,Q05,21117,12671,3553,2246,12324,19100
06/01/2023,Queens,Q06,12470,8289,1638,1076,7986,12745
06/01/2023,Queens,Q07,34892,23199,5732,3869,27799,40236
06/01/2023,Queens,Q08,21376,12848,4240,2521,13806,22203
06/01/2023,Queens,Q09,25688,15009,5211,3089,14141,23277
06/01/2023,Queens,Q10,18570,11299,3569,2080,10401,17004
06/01/2023,Queens,Q11,9496,6235,1381,908,8066,11216
06/01/2023,Queens,Q12,49078,29531,14365,8115,23951,46881
06/01/2023,Queens,Q13,23052,14685,5737,3513,14130,24131
06/01/2023,Queens,Q14,30459,16879,10628,5066,11332,29651
06/01/2023,Staten_Island,S01,40347,21730,14209,6804,14442,37140
06/01/2023,Staten_Island,S02,18438,10631,4046,2237,10572,18616
06/01/2023,Staten_Island,S03,13390,8294,2680,1593,7812,13207
09/01/2023,Bronx,B01,44350,25234,16450,8913,1656,2885
09/01/2023,Bronx,B02,22793,13014,8582,4488,2229,3540
09/01/2023,Bronx,B03,42651,24380,16513,8966,17076,36134
09/01/2023,Bronx,B04,55705,32521,19897,10602,6479,14611
09/01/2023,Bronx,B05,53953,31173,20238,10864,4429,8457
09/01/2023,Bronx,B06,39474,22172,17419,8832,3746,7186
09/01/2023,Bronx,B07,47626,28113,16815,9248,8355,18063
09/01/2023,Bronx,B08,18617,11371,5131,2821,4765,8197
09/01/2023,Bronx,B09,55737,31418,19170,9751,8346,20162
09/01/2023,Bronx,B10,20954,12822,5856,3192,10079,27766
09/01/2023,Bronx,B11,26711,15745,8589,4717,13788,38868
09/01/2023,Bronx,B12,41305,23189,18173,9232,19942,41423
09/01/2023,Brooklyn,K01,49960,20677,8931,3758,12291,39010
09/01/2023,Brooklyn,K02,13877,9620,4459,2925,5990,19936
09/01/2023,Brooklyn,K03,43633,23790,12897,6992,11072,37045
09/01/2023,Brooklyn,K04,23002,14786,5329,3130,16470,47773
09/01/2023,Brooklyn,K05,64084,37762,19809,10510,14895,46120
09/01/2023,Brooklyn,K06,10327,6833,3202,1840,10000,36405
09/01/2023,Brooklyn,K07,22981,14179,4533,2826,15062,41646
09/01/2023,Brooklyn,K08,19135,12768,6454,4010,7696,17071
09/01/2023,Brooklyn,K09,21246,13208,5372,3341,18785,49536
09/01/2023,Brooklyn,K10,19833,11986,3432,2093,9378,19636
09/01/2023,Brooklyn,K11,41563,24172,5713,3259,10806,25326
09/01/2023,Brooklyn,K12,65458,21640,13197,3648,13846,40501
09/01/2023,Brooklyn,K13,34151,22404,8357,4363,25317,40908
09/01/2023,Brooklyn,K14,33911,19796,7537,4371,5605,13650
09/01/2023,Brooklyn,K15,32138,19380,5795,3110,16124,37093
09/01/2023,Brooklyn,K16,36451,21547,15277,8088,9284,20025
09/01/2023,Brooklyn,K17,32806,21412,11214,6740,21204,53401
09/01/2023,Brooklyn,K18,30555,18962,8279,4689,4242,10272
09/01/2023,Manhattan,M01,1920,1498,593,435,13191,22049
